# POS,ID,PosScore,NegScore,SynsetTerms,Gloss
a,933154,0.5,0,??t#1,"cao giá ho?c s?c giá cao; ""qu?n áo ??t ti?n"", ""m?t c?a hàng ??t ti?n"""
a,938659,0.5,0,h?p_l?#2,"v?n h?p pháp ch?p nh?n ???c; ""gi?y phép còn h?p l?"""
a,946499,0.5,0,m?_r?ng#1,"có th? ho?c có xu h??ng m? r?ng ho?c ??c tr?ng b?i s? m? r?ng; ""m? r?ng các v?t li?u"", ""các l?c l??ng m? r?ng c?a l?a"""
a,958151,0.5,0,công_b?ng#1,"công b?ng cho t?t c? các bên nh? là quy?t ??nh b?i lý trí và l??ng tâm; ""công b?ng ?i?u tr? c?a t?t c? các công dân"", ""m?t phân ph?i công b?ng c?a các quà t?ng trong s? các tr? em"""
a,958475,0.625,0.25,trung_th?c#7,"?ã ??t ???c ho?c ki?m ???c mà không có gian l?n ho?c tr?m c?p; ""m?t m?c l??ng trung th?c"", ""m?t ??ng xu công b?ng"""
a,958712,0.25,0.625,b?t_công#3 không_công_b?ng#1,"không công b?ng; ""vi?c phân chia không công b?ng c?a c?i"", ""không công b?ng thu?"""
a,958880,0.625,0,trung_thành#1,"kiên ??nh trong tình c?m hay lòng trung thành; ""n?m ph?c v? trung thành"", ""trung thành nhân viên"", ""chúng tôi không nghi ng? r?ng n??c Anh có m?t ng??i yêu n??c trung thành trong Chancellor Chúa"""
a,959731,0.625,0,chung_th?y#1,
a,959979,0,0.625,b?_??o#1,
a,960094,0,0.5,nguy_hi?m#2,
a,960481,0.125,0.75,không ?úng s?_th?t#2,
a,963502,0,0.5,ch?u_n?i#2,
a,964303,0.25,0.625,lang_thang#1,
a,966477,0,0.625,l?#1,
a,968730,0.5,0,k?_l?#2,
a,983862,0.5,0,khó_tính#1,
a,990855,0.5,0,m?nh_d?#3,
a,1000881,0,0.75,kh?_s?#1,
a,1001180,0,0.75,v?_v?n#1,
a,1001547,0,1,b?t_h?nh#3,
a,2395115,0.625,0.25,ngon#1,
a,2423432,0.5,0,g?n_gàng#2,
a,2423284,0.5,0.375,tr?t_t?#2,
a,2418538,0,0.625,không_th?_t??ng_t??ng#1,
a,2418872,0.625,0,chu_?áo#2,
a,2421003,0,0.75,vô_tâm#1 không suy_ngh?#1 không_bi?t suy_ngh?#1,
a,2422685,0.625,0,ng?n_n?p#1,
a,2427087,0.625,0,ch?nh_t?#1,
a,2425220,0.125,0.75,bù_xù#1 b? làm nhàu#1 nh?n nhúm#1 nh?n nhúm#1,
a,2425529,0,0.5,l?n_x?n#1 không tr?t_t?#1 m?t tr?t_t?#2,
a,2426042,0,0.875,b?a_b?n#1,
a,2435671,0,0.625,không ch?u_??ng ???c#1 không_th? ch?u_??ng#1 không_th? ch?p_nh?n#1,
a,2435901,0,0.5,cay_??ng#2,
a,2436341,0.5,0,ch?u#1,
a,2450640,0,0.625,không ??c#1 không có ch?t_??c#1,
a,2451951,0,0.75,khó#1,
a,2455845,0,0.5,qu?y_r?y#1 làm_phi?n#1 qu?y_r?i#2,
a,2458871,0,0.5,kh?#1,
a,2459109,0,0.625,thanh_th?n#1,
a,2462089,0,0.75,gian_d?i#2,
a,2464277,0,0.625,c?nh_giác#2 nghi_ng?#1,
a,2465978,0.5,0,tin_c?y#1,
a,2469928,0,0.75,không ?i?n_hình#1,
a,2488304,0.5,0,cao_c?p#1,
a,2497141,0.125,0.625,vô_d?ng#1,
a,2497743,0,0.5,vô_ích#1,
a,2497013,0.5,0,dùng ???c#1,
a,2499750,0,0.75,không h?p_l?#1,
a,2502163,0.75,0.25,vô_giá_tr?#1,
a,2502994,0.125,0.5,v?t#1 không_?áng_k?#2,
a,2503305,0,0.625,vô_ngh?a#3 không có ý ??nh#2,
a,2513614,0.625,0.125,vô_t?i#3 không_có gì chê_trách ???c#1,
a,2513740,0,0.625,ác#1,
a,2531243,0.5,0.25,n?ng_nhi?t#1,
a,2527489,0.625,0,mong_m?i#1,
a,2539968,0.5,0,hoan_nghênh#1,
a,2541012,0.625,0.375,bình_ph?c#1 ch?a lành#1 ch?a kh?i#1,
a,2543324,0,0.625,b? viêm cu?ng_ph?i#1,
a,2544048,0,0.75,chóng_m?t#1 chóng_m?t#1 ham_ch?i s? 1 chóng_m?t#1,
a,2545023,0,0.625,là l?#4,
a,2545257,0,0.75,xanh#4,
a,2545989,0,0.5,tê_li?t#1 li?t#2,
a,2550891,0,0.5,dính#1,
a,2557357,0.625,0,lành_m?nh#1,
a,2558184,0.875,0,h?p_v?_sinh#1,
a,2563616,0,0.5,d? s?_d?ng#1,
a,2565701,0.5,0,s?n_sàng#3,
a,2566015,0,0.75,không mu?n#1,
a,2566453,0.125,0.625,mi?n_c??ng#1,
a,2569558,0.625,0,khôn#1,
a,2570282,0,0.625,ngu_ng?c#1 d?t#1,
a,2580449,0,0.5,mòn#1,
a,2585545,0.625,0,?áng_khen_ng?i#1#1 r?t ?áng m?ng#1 ?áng hoan_nghênh#1,
a,2587738,0.625,0,quý_giá#1,
a,2587261,0.75,0,thiêng liêng#2,
a,2588647,0.5,0,không xác_?áng#1,
a,2594565,0,0.75,lành#1,
a,2594714,0.5,0.25,ác_tính#1,
a,2605416,0.375,0.5,tiêu_??c#1,
a,2605953,0.5,0,kháng virus#1,
a,2612653,0,0.625,d?_?ng#1,
a,2647358,0,0.5,suy_nh??c#1,
a,2661446,0.625,0,nhân_t?#1,
a,2670812,0,0.5,không vành#1,
a,2671885,0,0.625,háu_?n#1,
a,2679858,0.125,0.5,gây ung_th?#1,
a,2708232,0.5,0,tu?n_hoàn#1,
a,2746103,0,0.75,suy_gi?m_mi?n_d?ch#1,
a,2806261,0.625,0,b?n_v?ng#1,
a,2833873,0.625,0,kháng_khu?n#1,
a,2848119,0,0.5,phi tài_chính#1,
a,2879535,0,0.75,phi ngôn_ng?#1,
a,2858816,0.125,0.5,cá_nhân#3,
a,2911488,0,0.625,phi tham_s?#1,
a,2929901,0.5,0,h?p_lý#3,
a,2951702,0.625,0.25,êm_tai#1,
a,2998269,0.625,0,tinh_túy#1,
a,3119608,0.125,0.625,co_c?ng#1,
a,1160031,0,0.625,h?i#1,
a,1160584,0,0.875,l?m_d?ng#2,
a,1161233,0,0.875,vu_kh?ng#1 bôi_nh?#1 ph?_báng#1 nói_x?u#1 gièm_pha#1,
a,1161635,0,0.75,tai_h?i#1 thê_th?m#1,
a,1161877,0.125,0.5,ph?n_tác_d?ng#1,
a,1162267,0,0.75,t?i#2,
a,1162406,0,0.625,x?o_quy?t#3 qu?_quy?t#3,
a,1162817,0,0.5,có_h?i#1,
a,1162901,0,0.75,?au_th??ng#1 ?au_nhói#1,
a,1163083,0.75,0,du_d??ng#1,
a,1163860,0.5,0.25,tinh_khi?t#4,
a,1164072,0,0.75,không ?i?u hòa#1,
a,1165474,0.625,0,kháng_sinh#1,
a,1166413,0.875,0,b?_ích#1,
a,1166875,0.625,0,h?u_c?#5,
a,1167269,0.75,0,phòng_ng?a#3 phòng#1 ng?n_ch?n#2,
a,1167817,0,0.5,h?i_s?c_kh?e#2,
a,1168166,0,0.5,vô_hi?u_hóa#1 làm tê_li?t#1,
a,1168315,0,0.5,gây_b?nh#1,
a,1168845,0.125,0.875,không lành_m?nh#3,
a,1169940,0.25,0.75,không ho?t_??ng#2,
a,2390569,0,0.625,h?n_lo?n#2,
a,2391455,0.5,0,h?u_hình#1 có_th? s?_mó ???c#1,
a,2391867,0.125,0.625,phi v?t th?#2 không s?_th?y ???c#1 vô hình#2,
a,1170069,0,0.5,gây s?t#1,
a,1170823,0.875,0,h?ng_hào#1 h?ng#2 má_h?ng#1,
a,1170243,0.625,0,kh?e_kho?n#1,
a,1170984,0.75,0,kh?e_m?nh#1,
a,1170984,0.75,0,kh?e#1,
a,1170984,0.75,0,m?nh#1,
a,1171076,0.75,0,s?n ch?c#8,
a,1171076,0.75,0,s?n#8,
a,1171076,0.75,0,ch?c#8,
a,1171396,0.75,0,sung_s?c#4 tráng_ki?n#1,
a,1171606,0.75,0,m?nh_kh?e#4,
a,1172139,0.5,0,t??i_t?n#1 ??_?ng#1 t??i nh? hoa#2,
a,1172594,0.75,0,tr?_trung#1,
a,1173697,0,0.875,nh?c_nh?i#3,
a,1175007,0,0.75,??_ng?u#1,
a,1174222,0,1,không kh?e_m?nh#5 không t?t#10,
a,1175158,0,0.625,b? loét#1 b? ung_loét#1 b? th?i m?c#1,
a,1175741,0,0.625,??y khí#2 ?au_b?ng#1,
a,1176246,0.125,0.625,b?nh_lý#1 b?nh_h?c#1 b?nh_ho?n#3 b?nh#1,
a,1176544,0,0.75,b? ch?ng_phù#1 phù#1,
a,1176973,0,0.5,b? th?i ho?i#1 ho?i_t?#1,
a,1177105,0,0.875,s?ng_t?y#1,
a,1177105,0,0.875,t?y#1,
a,1177246,0,0.75,viêm#1,
a,1177556,0,0.625,vàng#6 vàng da#1,
a,1177899,0.125,0.5,tâm_th?n#5,
a,1178134,0,0.875,?m_y?u#1 vàng_v?t#1,
a,1178231,0,0.75,b? ?au_m?t#1,
a,1178458,0,0.875,b? giãn t?nh_m?ch#1,
a,1178669,0,0.75,khô#7,
a,1178856,0.5,0.375,có ??m#1,
a,1179345,0.5,0,trên thiên_???ng#2 thanh_tao#3 nh? thiên_?àng#3,
a,1179767,0.5,0,th?n_thánh#2 thiêng_liêng#3,
a,1181446,0,0.5,thu?c trái_??t#2 tr?n_t?c#3,
a,1182414,0,0.5,nh?#8,
a,1182974,0,0.5,??y_h?i#1,
a,1183274,0,0.5,không tiêu#1,
a,1183436,0.125,0.625,n?ng_b?ng#1,
a,1188058,0,0.75,h?ng nh?#1,
a,1190168,0,0.625,n?ng_n?#4,
a,1189386,0,0.875,?áng_lo_ng?i#2 nhi?u_lo?n#1 ?au#1 bu?n_phi?n#1 làm bu?n_r?u#1,
a,1195963,0.5,0,s?n_lòng giúp_??#2,
a,1199663,0,0.5,không ??u#1 không ??ng_nh?t#1,
a,1190993,0,0.625,nh?_nhàng#4,
a,1196276,0.5,0,giúp_??#1,
a,1196367,0.5,0,gi? th?_di?n#1,
a,1208571,0.5,0,công_ngh? cao#1 công_ngh? cao#1,
a,1210581,0.25,0.5,lãi_su?t th?p#1,
a,1210717,0.125,0.5,lãi_su?t cao#1,
a,1211296,0.5,0,nâng_cao#4,
a,1212867,0,0.5,xu?ng#6 gi?m#1,
a,1214430,0.5,0,s?c nét#6,
a,1216317,0,0.625,khàn_khàn#1,
a,1217338,0,0.5,mô_ph?ng#2,
a,1221057,0,0.625,d?#1 d?_d?ng#1 bi?n_d?#1,
a,1225898,0,0.625,sai s?_th?t#1,
a,1226240,0.75,0,danh#1,
a,1226660,0.5,0,kính#2 ?áng_kính_tr?ng#2,
a,1224253,0.125,0.75,ch?t_l??ng kém#3 l?a_??o#1 gây hi?u_l?m#2,
a,1229020,0,0.75,vô_v?ng#1,
a,1223941,0,0.625,gian_l?n#1,
a,1227137,0,0.5,?ê_ti?n#1,
a,1227546,0.125,0.5,l?ng_nh?c#1 ?áng x?u_h?#2 ô_nh?c#1 ?en_t?i#12,
a,1228050,0,0.625,xu?ng_c?p#2 gi?m_giá_tr?#1,
a,1230521,0,0.625,không có t??ng_lai#1,
a,1241248,0,0.625,?_??ng#1,
a,1250694,0,0.75,chang_chang#3,
a,1250835,0,0.5,nhi?t_??i#4,
a,1251830,0,0.625,l?nh_toát#1,
a,1252151,0,0.75,c?c#5 b?ng#2 b? l?nh#3 b?ng#1 l?nh b?c_c?c#2 r?t l?nh#2,
a,1253022,0,0.5,sinh_hàn#1,
a,1249137,0.625,0,có_th? làm nóng#1,
a,1250393,0,0.625,oi_?#1 ng?t_ng?t#1,
a,1261363,0.5,0,phi th??ng#5,
a,1260023,0,0.625,không_ph?i ng??i#1,
a,1263971,0,0.625,không c?m_??ng#2 máu_l?nh#1 l?nh_lùng#9,
a,1266841,0.5,0.125,vui_nh?n#1,
a,1267076,0.875,0,?ùa#1 vui_?ùa#1 pha_trò#1,
a,1307067,0.5,0,thân_giao#1,
a,1307850,0.5,0,am_hi?u#2 bi?t#3,
a,1302811,0,0.625,truy?n_nhi?m#2,
a,1301624,0.625,0,công_nghi?p#2,
a,1317954,0,0.625,th??ng#1,
a,1323207,0.625,0,??_cao#1 cao_c?#2,
a,1475831,0.5,0.125,nam_tính#1 tánh ch?t ?àn_ông#1 d?ng_c?m#1,
a,1474513,0.625,0,qu?n_lý#1,
a,1471954,0,0.75,v? thành_niên#1 ch?a tr??ng_thành#1 th?#5,
a,1470913,0,0.625,không nhi?m_t?#1,
a,1174565,0,0.625,s?ng#2 s?ng lên#2 s?ng phù#1 s?ng_húp#2 ?ng#1,
a,1175298,0,0.75,b? nh?t#1 có nh?t#1,
a,1175427,0,0.5,b? sâu#1,
a,1197634,0.625,0,cánh_tay_ph?i#3,
a,1204443,0,0.625,không x?p_h?ng#1 không có th?_t?#2 không phân_c?p#2,
a,1221290,0,0.5,t??ng_t?#2,
a,1220882,0,0.5,t??ng_??ng#1 ??ng_??ng#1,
a,1222884,0,0.875,không_trung_th?c#1,
a,1232298,0,0.75,không_th? gi?i_khuây#1 không nguôi_ngoai#1,
a,1241065,0,0.5,??ng#3,
a,1243825,0.5,0,hi?u_khách#2,
a,1245138,0.25,0.75,có ác_c?m#2 gây ác_c?m#2 ??i_l?p#2,
a,1264179,0,0.625,tàn_nh?n#2,
a,1263445,0.125,0.5,hung_b?o#1 v?_phu#1 thú_tính#3,
a,1265308,0.5,0,?áng c??i#1 t?c_c??i#2 hài_h??c#1 vui#2,
a,1272397,0.625,0,nh?n_d?ng ???c#1,
a,1273143,0,0.5,vô_??nh#1,
a,1272176,0,0.625,ung_dung#1,
a,1273033,0.625,0,có_th? ??nh rõ#1,
a,1274261,0.125,0.625,khi?m#1,
a,1274945,0,0.5,suy_y?u#1 h?ng_hóc#1 gi?m_sút#1,
a,1746605,0.625,0,có_th? c?m_th?y#1,
a,1746995,0.625,0,?áng chú_ý#2,
a,1747195,0.625,0,có_th? nh?n_th?y rõ#2,
a,1747996,0.5,0,nh?n_bi?t#1,
a,1747849,0.5,0,có_th?_quan_sát#1,
a,1746292,0,0.75,mù_quáng#2,
a,1748716,0.25,0.625,khó s?_th?y#3,
a,1749320,0.625,0,hoàn_h?o#1,
a,1750073,0.625,0,tr?n_v?n#13,
a,1751201,0.75,0,lý_t??ng#1,
a,1752167,0.125,0.75,không hoàn_h?o#1,
a,1752953,0,0.5,l?i#1,
a,1753249,0,0.625,b?t_th??ng#5,
a,1753652,0.625,0,phân h?y_sinh_h?c#1,
a,1754421,0,0.625,th??ng_tr?c#1 kéo_dài#1,
a,1761871,0.5,0,???c_ch?p_nh?n#1,
a,1775420,0,0.75,cách_âm#1,
a,1774869,0.125,0.625,kháng#3,
a,1782717,0,0.625,b?t_tín#3 vô_th?n#1,
a,1782519,0.25,0.5,không tín_ng??ng#1,
a,1784401,0,0.625,ngo?i_??o#1,
a,1784830,0.625,0,d? an_?i#1,
a,1785783,0.125,0.625,gay_g?t#1,
a,1785180,0,0.675,không_??i_tr?i chung#1,
a,1800764,0.625,0,??p#2,
a,1800169,0,0.5,không thuy?t_ph?c#2 không_th? tin#2 không_th?_x?y_ra#2,
a,1805889,0.125,0.75,không hài_lòng#1,
a,1805730,0.5,0,vui_m?ng#1,
a,1805801,0.5,0,hài_lòng#1,
a,1805064,0,0.75,m?t_lòng#3,
a,1804906,0,0.875,b?c_b?o#2,
a,1806992,0.375,0.5,cau_mày#1,
a,1807799,0.875,0,duyên_dáng#1,
a,1808227,0.875,0,tuy?t_v?i#1 th?n kì#1,
a,1807605,0.875,0,?áng ng??ng_m?#2,
a,1807964,0.75,0,thú_v?#1,
a,1808671,0.875,0,ng?t_ngào#4,
a,1813081,0,0.75,thô#8,
a,1813920,0.5,0,khôn_ngoan#2,
a,1814085,0.125,0.625,th?t_sách#1,
a,1817908,0.75,0.125,l?c_quan#2,
a,1819692,0.625,0.125,d??ng#9,
a,1821266,0.5,0,có_th?#1,
a,1823574,0,0.75,không_th? th?c_hi?n#1 không kh?_thi#1,
a,1824081,0,0.625,không_th? làm#1 th? hoàn tác#1 không_th? ??t ???c#1,
a,1829652,0.5,0,cao_th?#1,
a,1828836,0.5,0,công_su?t cao#2,
a,1889819,0.125,0.375,t?_cao#1 t?_ph?#2 kiêu_ng?o#1,
a,1842001,0,0.625,không_th? ?oán_tr??c#1,
a,1842304,0.125,0.625,quái_??n#1 th?t_th??ng#1,
a,1847672,0.125,0.625,v?ng_m?t#1,
a,1848701,0.5,0,gây chú_ý#2,
a,1871774,0.75,0,sinh_l?i#2 l?i_lãi#1,
a,1880071,0.75,0,chính_?áng#2,
a,1875227,0,0.5,nông_c?n#3,
a,1883106,0.125,0.675,?i?m_báo#2 ?i?m g?#2,
a,1880918,0.125,0.75,không thu?n_ti?n#1 không h?p l?#1 vô_duyên#1 không l?ch_s?#2 không ??ng_??n#1,
a,1885866,0.625,0,b?o_v?#1,
a,1883226,0,0.5,báo_tr??c#1 c?nh_báo#1,
a,1884930,0,0.75,???c b?o_v?#1,
a,1892433,0.5,0.125,quá t?_hào#1,
a,1893510,0.75,0,khiêm_t?n#6 nhu_mì#1,
a,1899360,0.25,0.625,thi?u th?n_tr?ng#1,
a,1902313,0,0.625,không_???c giáo_d?c#2,
a,1904596,0,0.625,vô_giáo_d?c#2,
a,1905377,0,0.625,không trong_s?ch#2,
a,1907103,0.125,0.875,không pha_tr?n#1 không b? tr?n_l?n#1,
a,1911415,0,0.625,không ??_tiêu_chu?n#2,
a,1913089,0,0.625,vô_k?_lu?t#1,
a,1913642,0.125,0.5,b? bi?n_??i#2,
a,1915745,0.625,0,??nh_l??ng ???c#1,
a,1914521,0.5,0,ch?t_l??ng#1,
a,1925242,0.5,0,ch?_tâm#1,
a,1925708,0.75,0,minh_m?n#3,
a,1926654,0,0.5,vô_lý#1,
a,1935744,0.25,0.25,huy?n_tho?i#2 truy?n_thuy?t#1,
a,1941999,0,0.75,không th?c_t?#1,
a,1945010,0,0.5,không có c?_s?#1 không_th? bi?n_minh#1,
a,1953467,0,0.75,ch?a tinh_ch?#1 ch?a qua ch?_bi?n#3,
a,1953297,0.5,0.25,tinh#2,
a,1956855,0,0.5,m?t#5,
a,1982646,0.875,0,uy_tín#1,
a,1982957,0.75,0,vinh_d?#1 quý#1,
a,1984097,0.25,0.625,không x?ng_?áng#1,
a,1987093,0,0.75,thù_??ch#3,
a,1995288,0,0.625,xúc_ph?m#1,
a,1997910,0,0.5,vô_trách_nhi?m#1,
a,1999766,0,0.75,không ph?n_h?i#1,
a,1998535,0.125,0.5,vô_công r?i ngh?#1,
a,2001596,0,0.625,b?t_tr?#1 không_th? ki?m_ch?#1 không b? ki?m_soát#1 không b? ng?n_ch?n#1,
a,2012504,0,0.5,b?t_kính#1,
a,2014611,0,0.625,không_???c ?ánh_th?c#1,
a,2015403,0,0.625,ph?n#2,
a,2025885,0,0.625,thu?c khu ?_chu?t#1,
a,2036934,0.75,0,th?ng_th?n#2 ??ng_??n#4,
a,2038891,0.5,0.125,thép#1 ?anh_thép#1,
a,2038994,0.5,0.25,m?p_m?p#3 c?ng_c?i#1,
a,2040049,0,0.625,y?u_?u?i#1,
a,2086879,0,0.5,ch?a m?#1,
a,2085898,0,0.625,vô_nguyên_t?c#1,
a,2086356,0,0.75,vô_l??ng_tâm#1,
a,2093888,0.5,0.25,an_toàn#2,
a,2094514,0.75,0,b?o_??m#1,
a,2095037,0,0.75,run#3 b?p_bênh#3,
a,2096213,0,0.5,tháo#1,
a,2096923,0.625,0,b?o_hi?m#1,
a,2100566,0.625,0,c?p_trên#6 h?ng_sang#1,
a,2099651,0.5,0,chia_s?#1,
a,2102796,0,0.5,vô_c?m#1,
a,2103052,0.125,0.75,gây_mê#2,
a,2104277,0.5,0,kích_thích#3 d? b? kích_thích#2,
a,1001689,0.625,0,màu_m?#1,
a,1002055,0.5,0,d?i_dào#1,
a,1005675,0,0.625,ch?a hoàn_thành#1,
a,1006967,0,0.625,b? c?n_ki?t#2,
a,1007258,0,0.625,h?n#7,
a,1007354,0.125,0.5,vô_h?n#1,
a,1016874,0.5,0,phân_h?ch#1,
a,1017161,0,0.75,phù_h?p v?i#3,
a,1017738,0.75,0.25,không thích_h?p#2,
a,1019283,0,0.75,tàn_t?t#1 khuy?t_t?t#1,
a,1040544,0.125,0.5,dai_d?ng#2 ám_?nh#1,
a,1041481,0,0.75,không_h? khoan_nh??ng#1,
a,1048587,0.5,0,ng?u_nhiên#2,
a,1050088,0,0.75,??nh_m?nh#3,
a,1052248,0.5,0,th?m#1,
a,1053634,0,0.75,mùi_hôi_th?i#2,
a,1053915,0,0.875,m?c#2,
a,1054367,0,0.75,hôi#1,
a,1054630,0,0.7,mùi_th?i#1,
a,1054630,0,0.7,th?i#1,
a,1056802,0.75,0,mùi d?_ch?u#1,
a,1058756,0,0.625,ràng_bu?c#3,
a,1060785,0.125,0.625,không c?_??nh#1,
a,1063958,0,0.625,không b? c?n_tr?#2,
a,1064167,0.5,0,không h?n_ch?#2,
a,1064286,0,0.75,không t?_do#2,
a,1067193,0,0.625,không th??ng_xuyên#1,
a,1069283,0,0.75,h?_h?ng#2,
a,1071198,0.625,0,t??i#5,
a,1075178,0.625,0,vui_tính#1,
a,1076435,0.625,0,láng_gi?ng#1,
a,1076793,0,0.75,không thân_thi?n#2,
a,1077263,0.125,0.625,l?nh#3,
a,1078673,0,0.5,tê_bu?t#1,
a,1080197,0,0.5,tan#2,
a,1080297,0.5,0,hi?u_qu?#1,
a,1087093,0,0.5,tr?ng#8,
a,1087977,0,0.5,tr?ng#2,
a,1114658,0.5,0,hào_hùng#2,
a,1115349,0.636,0,chính_hãng#1,
a,1115635,0.6,0.4,th?c_s?#1 xác_th?c#2,
a,1116380,0,0.556,gi?#1,
a,1117226,0,0.75,gi?_m?o#1,
a,1120925,0.625,0.25,vinh_quang#1,
a,1121238,0.625,0.125,sáng#6,
a,1121757,0.625,0,siêu#1,
a,1126291,0,0.875,không_k?_xi?t#2,
a,1127147,0,0.875,s?_hãi#,
a,1127302,0,0.625,khó_kh?n#8,
a,1127661,0,0.875,c?c_x?u#1,
a,1127782,0,0.75,b?c_mùi_hôi_th?i#2,
a,1129533,0,0.875,không_bi?t x?u_h?#1,
a,1130261,0.625,0,thánh_thi?n#1,
a,1130733,0.625,0,ti?t_ki?m#1,
a,1130932,0.75,0,trong tr?ng#7,
a,1131454,0,0.875,dã_man#1,
a,1131935,0,0.75,nham_hi?m#2,
a,1132366,0.333,0.667,tham_nh?ng#1,
a,1132515,0.125,0.875,x?u_xa#2,
a,1137378,0.25,0.625,?_r?#1,
a,1137994,0,0.625,h?n_d?i#1,
a,1140188,0.125,0.5,y?u_?i?u#1,
a,1161233,0,0.875,vu_kh?ng bôi_nh?#1,
a,1161635,0,0.75,gây tác_h?i#1 th?m_h?a#1,
a,1162633,0,0.625,tinh_ngh?ch#2,
a,1167540,0.625,0.125,ph?c_h?i#2,
a,1170136,0.5,0,h?_s?t#1,
a,1182747,0,0.625,khó_tiêu#1,
a,1182974,0,0.5,kiêu_c?ng#1,
a,1248713,0.625,0.25,s?t_s?ng#2,
a,1262611,0,0.75,vô_nhân_??o#1,
a,1271700,0,0.75,thong_th?#1,
a,1272176,0,0.625,nhàn_nhã#1,
a,1268002,0.625,0,khôi_hài#1,
a,1268194,0.5,0,dí_d?m#1,
a,1273316,0,0.625,khó n?m_b?t#1,
a,2105898,0,0.625,tr?#2,
a,2107634,0,0.5,??n_??n#10,
a,2108198,0,0.5,nh?y#1,
a,2108547,0,0.5,tê_tái#1,
a,2114190,0,0.5,b? áp xe#1,
a,2114483,0.25,0.5,làm nhi?m#1,
a,2115034,0,0.625,th?i_r?a#1 th?i_nát#1,
a,2115324,0.75,0,kh?_trùng#1,
a,2116473,0.625,0,không b? nhi?m_b?nh#1,
a,2116618,0.625,0,vô_trùng#1,
a,2120458,0,0.75,phù_phi?m#1,
a,2121859,0.625,0,vui_t??i#1,
a,2123007,0.125,0.5,nhõng_nh?o#1,
a,2131072,0.625,0,g?i_c?m#1,
a,2135138,0.5,0.125,lãnh_c?m#3,
a,2138659,0.75,0,cân_??i#1,
a,2152985,0,0.75,??c_quy?n#1 duy_nh?t#1,
a,2164050,0.5,0,tác_d?ng#3,
a,2175980,0.5,0.375,không ph?c_t?p#2 không bi?n_ch?ng#1,
a,2179279,0.625,0,chân_thành#1,
a,2226162,0.625,0,thành_th?o#1 t?p#1 chuyên_gia#1 chuyên_nghi?p#1,
a,2227344,0.75,0,tinh_t?#2,
a,2233799,0.5,0,siêu_m?n#1,
a,2233927,0,0.5,khói#1,
a,2234673,0.5,0,khói thu?c#1,
a,2272305,0.5,0,c?_tin#2,
a,2275412,0.75,0,kiên_c?#5,
a,2277182,0,0.5,không bão hòa#1,
a,2278939,0.5,0,tinh_th?n#1,
a,2280821,0.5,0.125,lanh_l?i#1,
a,2282171,0.5,0.125,nh?n_tâm#2,
a,2292797,0.5,0,rung_rinh#2 lo?ng_cho?ng#1 run_r?y#1 ?p_?p#1,
a,1245889,0.125,0.5,??i_??u#1,
a,1246579,0.875,0,thân_thi?n#1,
a,2786473,0,0.5,d?i#1,
a,3043482,0,0.75,s?_ch?ng_??i Do Thái#1 ch?ng Do Thái#1,
a,3090612,0,0.5,suy_nh??c th?n_kinh#1,
a,3105742,0,0.5,s?t#1,
a,3062754,0.75,0,công_t??c#1,
a,2976525,0,0.5,th?n_kinh#1,
a,2987017,0.5,0,gây ??t_bi?n#1,
a,2799797,0,0.5,lác_m?t#1,
a,2783646,0,0.5,ti?n ung_th?#1,
a,2776576,0.625,0,th?c_ bào#1,
v,1826498,0.875,0,thích#1,
v,1824736,0.125,0,??c#2 quan_tâm#3,
v,2751055,0,0.625,giao ?i?m#2,
v,2748627,0.875,0,t?t#31,
v,2740204,0.125,0.625,do d?#2 ng?p_ng?ng#1,
v,2500619,0.125,0.625,n?n_nhân#2 n?n_nhân#2,
v,2500775,0,0.5,tai_h?a#1,
v,2507736,0,0.875,r?c_r?i#2 s?_b?t_ti?n#1 b?t ti?n#1 xúc ph?m#1 phi?n#3,
v,2508078,0,0.5,x?u_h?#2,
v,2513460,0,0.5,không ?a#1,
v,2513989,0,0.75,sai#1,
v,2513742,0,0.625,??nh_ki?n#1,
r,42614,0,0.625,bu?n_bã#1,
r,42769,0,0.875,không may_m?n#1 ?áng_ti?c#1 than_ôi#1,
v,2483000,0.5,0,ám_sát#1,
v,2350175,0.5,0,thoát#1,
v,2321391,0,0.5,c??p#1,
v,2321757,0,0.5,?n_c?p#1,
v,2263027,0.625,0,t?ng#1 hi?n#1,
v,2129709,0.75,0,xem#17,
v,2123424,0,0.875,b?t_r?t#1 châm_chích#4,
v,2122983,0,0.75,gai#2,
v,2109404,0.5,0,ch?u ??ng#3,
v,1829747,0.75,0.125,t?a sáng#9 b?ng sáng#6 r?ng r?#6,
v,2124332,0,0.875,mùi#3,
v,2164694,0.625,0,ng??ng_m?#2,
v,2198234,0.5,0.125,d??ng_nh?#4,
v,2291135,0.875,0,phù_h?p#6,
v,2350878,0,0.5,giá quá th?p#1 ??#3,
v,2422026,0.5,0,t?_do#6,
v,2537407,0,0.5,bán#8 ph?n_b?i#2,
v,2679012,0.625,0,h?i_?? ?i?u_ki?n#1,
v,2697610,0.5,0.25,hóa l?n#1,
v,2726385,0,0.5,??ng yên#1,
v,2593001,0,0.875,th?_?o?n#1,
v,2580678,0,0.5,??c#1,
v,2579447,0,0.625,b?i_ho?i#1 l?t_?? thô_t?c#1 g?i l?n#1 suy ??i#1 h?#1 nh?c#1,
v,2588122,0,0.5,ch?ng_??#1,
v,2552829,0.625,0,ph?c_h?i ch?c_n?ng#3,
